# min-bisection SDP  problem=/n/home08/haoransun/spectra_deflation/defadmm/data/G60_mb.sdp n=7000 m=7001 F0_nnz=24105  mode=deflated16 sigma=1 eta_tol=0 window=0.025 gamma=1.1 symmetrize=1  ||C||_F=1.213724e+02
# iter  pinf        dinf        gap         eta         obj_primal      obj_dual        proj_ms  cum_proj_s  deflated  eps_sym_raw  eps_sym_used
# track it=1800 fired=1 fired_exact=1 k_ritz=119 k_ritz_pos=0 k_ritz_neg=119 k_exact=119 k_exact_pos=0 k_exact_neg=119 pairs=119 eig_err=2.638e-08 s1_ritz=1.216463e+02 s1_exact=1.216463e+02 ckpt_ms=354.9
  1800  1.5665e-01  1.7158e-03  1.8840e-02  1.5665e-01  +2.04226280e+03  +2.12071060e+03     43.68     79.706  119  0.000e+00  0.000e+00
  1825  1.7445e-01  1.7063e-03  1.8292e-02  1.7445e-01  +2.04108520e+03  +2.11716491e+03     45.28     80.829  118  0.000e+00  0.000e+00
  1850  1.5233e-01  1.6890e-03  1.8867e-02  1.5233e-01  +2.04004766e+03  +2.11852522e+03     44.82     81.949  118  0.000e+00  0.000e+00
  1875  1.5886e-01  1.6640e-03  1.8421e-02  1.5886e-01  +2.03918342e+03  +2.11573970e+03     45.06     83.074  117  0.000e+00  0.000e+00
# track it=1900 fired=1 fired_exact=1 k_ritz=115 k_ritz_pos=0 k_ritz_neg=115 k_exact=115 k_exact_pos=0 k_exact_neg=115 pairs=115 eig_err=2.001e-08 s1_ritz=1.252588e+02 s1_exact=1.252588e+02 ckpt_ms=356.0
  1900  1.6959e-01  1.6692e-03  1.8294e-02  1.6959e-01  +2.03826128e+03  +2.11424712e+03     44.00     84.203  115  0.000e+00  0.000e+00
  1925  1.9837e-01  1.6447e-03  1.8478e-02  1.9837e-01  +2.03704874e+03  +2.11376390e+03     44.59     85.324  115  0.000e+00  0.000e+00
  1950  1.5026e-01  1.6228e-03  1.8010e-02  1.5026e-01  +2.03612309e+03  +2.11082718e+03     45.05     86.450  114  0.000e+00  0.000e+00
  1975  1.4183e-01  1.5980e-03  1.8178e-02  1.4183e-01  +2.03538206e+03  +2.11077003e+03     44.50     87.575  113  0.000e+00  0.000e+00
# gate it=2000 k=350 kw=175 s1=1.288e+02 s_kw/s1=1.990e-02 fired=1 clipped_neg=112 clipped_pos=0 fired_frac_last250=1.000
# track it=2000 fired=1 fired_exact=1 k_ritz=112 k_ritz_pos=0 k_ritz_neg=112 k_exact=112 k_exact_pos=0 k_exact_neg=112 pairs=112 eig_err=2.611e-08 s1_ritz=1.287788e+02 s1_exact=1.287788e+02 ckpt_ms=355.0
# deflate it=2000 alpha=1.822e+01 theta=1.288e+01 clipped_neg=112 clipped_pos=0
  2000  1.4601e-01  1.5983e-03  1.7847e-02  1.4601e-01  +2.03431486e+03  +2.10826469e+03     43.84     88.694  112  0.000e+00  0.000e+00
  2025  1.8635e-01  1.5855e-03  1.7565e-02  1.8635e-01  +2.03347441e+03  +2.10620512e+03     44.78     89.811  111  0.000e+00  0.000e+00
  2050  1.4831e-01  1.5716e-03  1.7780e-02  1.4831e-01  +2.03270041e+03  +2.10630958e+03     45.01     90.932  111  0.000e+00  0.000e+00
  2075  1.9956e-01  1.5408e-03  1.7393e-02  1.9956e-01  +2.03170230e+03  +2.10364543e+03     44.56     92.056  110  0.000e+00  0.000e+00
# track it=2100 fired=1 fired_exact=1 k_ritz=110 k_ritz_pos=0 k_ritz_neg=110 k_exact=110 k_exact_pos=0 k_exact_neg=110 pairs=110 eig_err=3.123e-08 s1_ritz=1.322090e+02 s1_exact=1.322090e+02 ckpt_ms=355.0
