# max-cut SDP  problem=data/G60mc.sdp n=7000 m=7000 F0_nnz=24105  mode=baseline16 sigma=1 eta_tol=0 window=0.025 gamma=1.1 symmetrize=1  ||C||_F=2.427447e+02
# iter  pinf        dinf        gap         eta         obj_primal      obj_dual        proj_ms  cum_proj_s  deflated  eps_sym_raw  eps_sym_used
    50  2.9836e-03  1.3495e-02  1.1073e-02  1.3495e-02  -2.94270884e+04  -2.87824946e+04     39.96      2.015  0  0.000e+00  0.000e+00
    75  1.9619e-03  1.0162e-02  8.6355e-03  1.0162e-02  -2.95843859e+04  -2.90777977e+04     39.53      2.993  0  0.000e+00  0.000e+00
   100  1.6151e-03  8.3437e-03  7.3922e-03  8.3437e-03  -2.96865177e+04  -2.92508318e+04     39.37      3.973  0  0.000e+00  0.000e+00
   125  1.5170e-03  7.1905e-03  6.6231e-03  7.1905e-03  -2.97629775e+04  -2.93713195e+04     40.24      4.959  0  0.000e+00  0.000e+00
   150  1.4310e-03  6.3775e-03  6.0631e-03  6.3775e-03  -2.98198587e+04  -2.94604298e+04     39.44      5.939  0  0.000e+00  0.000e+00
   175  1.3881e-03  5.7563e-03  5.5814e-03  5.7563e-03  -2.98654881e+04  -2.95339511e+04     37.99      6.914  0  0.000e+00  0.000e+00
   200  1.3807e-03  5.3161e-03  5.2841e-03  5.3161e-03  -2.99039986e+04  -2.95896239e+04     39.90      7.894  0  0.000e+00  0.000e+00
   225  1.3786e-03  4.9443e-03  5.0127e-03  5.0127e-03  -2.99366932e+04  -2.96380601e+04     39.47      8.858  0  0.000e+00  0.000e+00
   250  1.3453e-03  4.6265e-03  4.7737e-03  4.7737e-03  -2.99643318e+04  -2.96796043e+04     38.74      9.817  0  0.000e+00  0.000e+00
   275  1.3796e-03  4.3459e-03  4.6181e-03  4.6181e-03  -2.99898372e+04  -2.97141127e+04     38.23     10.782  0  0.000e+00  0.000e+00
   300  1.4015e-03  4.1437e-03  4.4320e-03  4.4320e-03  -3.00144372e+04  -2.97495585e+04     37.98     11.761  0  0.000e+00  0.000e+00
   325  1.4155e-03  3.9875e-03  4.1975e-03  4.1975e-03  -3.00283406e+04  -2.97773029e+04     39.75     12.732  0  0.000e+00  0.000e+00
   350  1.4201e-03  3.8307e-03  4.0471e-03  4.0471e-03  -3.00481301e+04  -2.98058888e+04     38.31     13.702  0  0.000e+00  0.000e+00
   375  1.4631e-03  3.7240e-03  3.9367e-03  3.9367e-03  -3.00612755e+04  -2.98255166e+04     38.59     14.664  0  0.000e+00  0.000e+00
   400  1.4876e-03  3.6183e-03  3.7398e-03  3.7398e-03  -3.00733282e+04  -2.98492255e+04     38.63     15.644  0  0.000e+00  0.000e+00
   425  1.5250e-03  3.5295e-03  3.7029e-03  3.7029e-03  -3.00888360e+04  -2.98668214e+04     38.62     16.606  0  0.000e+00  0.000e+00
   450  1.5430e-03  3.4709e-03  3.5655e-03  3.5655e-03  -3.00980415e+04  -2.98841738e+04     38.87     17.568  0  0.000e+00  0.000e+00
   475  1.5485e-03  3.4014e-03  3.5544e-03  3.5544e-03  -3.01106634e+04  -2.98973693e+04     38.28     18.529  0  0.000e+00  0.000e+00
   500  1.5809e-03  3.3496e-03  3.5019e-03  3.5019e-03  -3.01214821e+04  -2.99112504e+04     38.62     19.491  0  0.000e+00  0.000e+00
   525  1.6038e-03  3.2880e-03  3.3358e-03  3.3358e-03  -3.01295162e+04  -2.99291698e+04     38.52     20.455  0  0.000e+00  0.000e+00
   550  1.6276e-03  3.2448e-03  3.2741e-03  3.2741e-03  -3.01400246e+04  -2.99432996e+04     38.39     21.434  0  0.000e+00  0.000e+00
   575  1.6735e-03  3.2030e-03  3.1362e-03  3.2030e-03  -3.01463484e+04  -2.99578468e+04     38.76     22.397  0  0.000e+00  0.000e+00
   600  1.6606e-03  3.1697e-03  3.0792e-03  3.1697e-03  -3.01533019e+04  -2.99681731e+04     40.00     23.376  0  0.000e+00  0.000e+00
   625  1.7187e-03  3.1764e-03  3.1037e-03  3.1764e-03  -3.01636762e+04  -2.99770126e+04     39.16     24.340  0  0.000e+00  0.000e+00
   650  1.7060e-03  3.1151e-03  2.9842e-03  3.1151e-03  -3.01682543e+04  -2.99887285e+04     39.51     25.301  0  0.000e+00  0.000e+00
   675  1.7467e-03  3.1019e-03  2.9657e-03  3.1019e-03  -3.01776617e+04  -2.99991923e+04     38.10     26.281  0  0.000e+00  0.000e+00
   700  1.7254e-03  3.0728e-03  2.9378e-03  3.0728e-03  -3.01813137e+04  -3.00044939e+04     37.86     27.242  0  0.000e+00  0.000e+00
   725  1.6705e-03  3.0455e-03  2.7558e-03  3.0455e-03  -3.01850396e+04  -3.00191262e+04     38.21     28.203  0  0.000e+00  0.000e+00
   750  1.6964e-03  2.9724e-03  2.8198e-03  2.9724e-03  -3.01976842e+04  -3.00278573e+04     38.20     29.166  0  0.000e+00  0.000e+00
   775  1.6428e-03  2.9380e-03  2.7885e-03  2.9380e-03  -3.01971867e+04  -3.00292430e+04     39.85     30.139  0  0.000e+00  0.000e+00
   800  1.6652e-03  2.9263e-03  2.6617e-03  2.9263e-03  -3.02021110e+04  -3.00417554e+04     38.65     31.108  0  0.000e+00  0.000e+00
   825  1.6834e-03  2.9225e-03  2.6614e-03  2.9225e-03  -3.02085097e+04  -3.00481374e+04     38.16     32.071  0  0.000e+00  0.000e+00
   850  1.6707e-03  2.8936e-03  2.5720e-03  2.8936e-03  -3.02139545e+04  -3.00589276e+04     38.35     33.037  0  0.000e+00  0.000e+00
   875  1.6651e-03  2.8710e-03  2.5638e-03  2.8710e-03  -3.02181705e+04  -3.00636185e+04     39.32     34.013  0  0.000e+00  0.000e+00
   900  1.6603e-03  2.8778e-03  2.5137e-03  2.8778e-03  -3.02211469e+04  -3.00695909e+04     38.71     34.978  0  0.000e+00  0.000e+00
   925  1.6300e-03  2.8300e-03  2.5436e-03  2.8300e-03  -3.02310162e+04  -3.00776116e+04     38.98     35.951  0  0.000e+00  0.000e+00
   950  1.6457e-03  2.8201e-03  2.3718e-03  2.8201e-03  -3.02276883e+04  -3.00846366e+04     37.89     36.918  0  0.000e+00  0.000e+00
   975  1.7013e-03  2.8313e-03  2.3629e-03  2.8313e-03  -3.02360344e+04  -3.00934820e+04     40.09     37.890  0  0.000e+00  0.000e+00
  1000  1.6671e-03  2.8362e-03  2.3153e-03  2.8362e-03  -3.02356792e+04  -3.00959901e+04     38.82     38.859  0  0.000e+00  0.000e+00
  1025  1.6473e-03  2.8272e-03  2.3333e-03  2.8272e-03  -3.02432143e+04  -3.01024090e+04     39.88     39.822  0  0.000e+00  0.000e+00
  1050  1.6556e-03  2.8086e-03  2.3031e-03  2.8086e-03  -3.02443014e+04  -3.01053065e+04     38.74     40.783  0  0.000e+00  0.000e+00
  1075  1.6654e-03  2.8284e-03  2.2532e-03  2.8284e-03  -3.02485773e+04  -3.01125698e+04     38.17     41.751  0  0.000e+00  0.000e+00
  1100  1.6839e-03  2.8223e-03  2.3167e-03  2.8223e-03  -3.02512914e+04  -3.01114456e+04     37.67     42.723  0  0.000e+00  0.000e+00
  1125  1.6891e-03  2.8059e-03  2.1772e-03  2.8059e-03  -3.02529777e+04  -3.01215292e+04     38.09     43.687  0  0.000e+00  0.000e+00
  1150  1.6956e-03  2.8081e-03  2.2130e-03  2.8081e-03  -3.02592071e+04  -3.01255711e+04     38.11     44.650  0  0.000e+00  0.000e+00
  1175  1.6906e-03  2.7712e-03  2.1367e-03  2.7712e-03  -3.02579287e+04  -3.01288958e+04     38.20     45.608  0  0.000e+00  0.000e+00
  1200  1.6880e-03  2.7477e-03  2.0829e-03  2.7477e-03  -3.02636243e+04  -3.01378149e+04     38.94     46.570  0  0.000e+00  0.000e+00
  1225  1.6781e-03  2.7343e-03  2.1172e-03  2.7343e-03  -3.02654450e+04  -3.01375571e+04     38.15     47.533  0  0.000e+00  0.000e+00
  1250  1.6685e-03  2.7269e-03  2.0510e-03  2.7269e-03  -3.02670812e+04  -3.01431782e+04     38.62     48.496  0  0.000e+00  0.000e+00
  1275  1.6695e-03  2.7123e-03  2.1519e-03  2.7123e-03  -3.02718959e+04  -3.01418902e+04     39.17     49.472  0  0.000e+00  0.000e+00
  1300  1.6637e-03  2.7082e-03  2.0048e-03  2.7082e-03  -3.02719821e+04  -3.01508424e+04     38.88     50.438  0  0.000e+00  0.000e+00
  1325  1.6733e-03  2.7010e-03  2.0700e-03  2.7010e-03  -3.02773258e+04  -3.01522344e+04     39.05     51.404  0  0.000e+00  0.000e+00
  1350  1.6495e-03  2.6929e-03  1.9854e-03  2.6929e-03  -3.02765772e+04  -3.01565917e+04     38.29     52.378  0  0.000e+00  0.000e+00
  1375  1.6282e-03  2.6746e-03  1.9955e-03  2.6746e-03  -3.02820974e+04  -3.01614803e+04     39.32     53.342  0  0.000e+00  0.000e+00
  1400  1.6342e-03  2.6851e-03  1.9583e-03  2.6851e-03  -3.02826536e+04  -3.01642806e+04     38.36     54.301  0  0.000e+00  0.000e+00
  1425  1.6044e-03  2.6110e-03  1.8785e-03  2.6110e-03  -3.02854540e+04  -3.01718831e+04     39.17     55.269  0  0.000e+00  0.000e+00
  1450  1.6066e-03  2.6358e-03  1.9107e-03  2.6358e-03  -3.02881464e+04  -3.01726248e+04     38.56     56.245  0  0.000e+00  0.000e+00
  1475  1.6126e-03  2.6560e-03  1.7627e-03  2.6560e-03  -3.02873844e+04  -3.01807971e+04     38.06     57.207  0  0.000e+00  0.000e+00
  1500  1.6214e-03  2.6627e-03  1.9396e-03  2.6627e-03  -3.02914965e+04  -3.01742173e+04     37.97     58.168  0  0.000e+00  0.000e+00
  1525  1.5751e-03  2.6776e-03  1.7862e-03  2.6776e-03  -3.02931064e+04  -3.01850799e+04     38.02     59.131  0  0.000e+00  0.000e+00
  1550  1.6082e-03  2.6551e-03  1.9495e-03  2.6551e-03  -3.02942393e+04  -3.01763470e+04     40.17     60.106  0  0.000e+00  0.000e+00
  1575  1.6011e-03  2.6999e-03  1.7848e-03  2.6999e-03  -3.02980322e+04  -3.01900682e+04     39.04     61.073  0  0.000e+00  0.000e+00
  1600  1.6235e-03  2.7080e-03  1.7355e-03  2.7080e-03  -3.02967247e+04  -3.01917442e+04     39.99     62.038  0  0.000e+00  0.000e+00
  1625  1.6181e-03  2.6831e-03  1.8231e-03  2.6831e-03  -3.03009540e+04  -3.01906710e+04     37.99     63.014  0  0.000e+00  0.000e+00
  1650  1.6204e-03  2.6895e-03  1.7794e-03  2.6895e-03  -3.03020100e+04  -3.01943587e+04     39.27     63.978  0  0.000e+00  0.000e+00
  1675  1.6054e-03  2.7087e-03  1.6437e-03  2.7087e-03  -3.03052606e+04  -3.02057981e+04     38.08     64.942  0  0.000e+00  0.000e+00
  1700  1.6444e-03  2.7076e-03  1.7420e-03  2.7076e-03  -3.03017318e+04  -3.01963434e+04     38.78     65.920  0  0.000e+00  0.000e+00
  1725  1.6751e-03  2.7148e-03  1.7269e-03  2.7148e-03  -3.03128598e+04  -3.02083452e+04     39.25     66.882  0  0.000e+00  0.000e+00
  1750  1.7098e-03  2.7078e-03  1.5884e-03  2.7078e-03  -3.03026210e+04  -3.02065051e+04     39.51     67.843  0  0.000e+00  0.000e+00
  1775  1.6621e-03  2.7042e-03  1.7947e-03  2.7042e-03  -3.03167958e+04  -3.02081690e+04     38.84     68.811  0  0.000e+00  0.000e+00
  1800  1.6808e-03  2.6748e-03  1.5378e-03  2.6748e-03  -3.03068471e+04  -3.02137740e+04     38.53     69.783  0  0.000e+00  0.000e+00
  1825  1.6318e-03  2.6910e-03  1.6990e-03  2.6910e-03  -3.03172894e+04  -3.02144452e+04     38.89     70.745  0  0.000e+00  0.000e+00
  1850  1.6253e-03  2.6604e-03  1.5493e-03  2.6604e-03  -3.03118919e+04  -3.02181133e+04     39.60     71.717  0  0.000e+00  0.000e+00
  1875  1.6416e-03  2.6354e-03  1.6210e-03  2.6354e-03  -3.03182078e+04  -3.02200728e+04     38.47     72.689  0  0.000e+00  0.000e+00
  1900  1.6272e-03  2.6167e-03  1.5391e-03  2.6167e-03  -3.03168653e+04  -3.02236864e+04     37.85     73.651  0  0.000e+00  0.000e+00
  1925  1.5924e-03  2.5994e-03  1.5312e-03  2.5994e-03  -3.03200253e+04  -3.02273140e+04     38.40     74.613  0  0.000e+00  0.000e+00
  1950  1.5882e-03  2.6147e-03  1.4512e-03  2.6147e-03  -3.03191955e+04  -3.02313254e+04     38.28     75.573  0  0.000e+00  0.000e+00
  1975  1.5934e-03  2.6057e-03  1.5777e-03  2.6057e-03  -3.03215615e+04  -3.02260337e+04     39.22     76.541  0  0.000e+00  0.000e+00
  2000  1.6170e-03  2.5892e-03  1.4727e-03  2.5892e-03  -3.03243784e+04  -3.02351928e+04     38.35     77.517  0  0.000e+00  0.000e+00
  2025  1.5876e-03  2.5838e-03  1.4981e-03  2.5838e-03  -3.03241386e+04  -3.02334132e+04     39.25     78.480  0  0.000e+00  0.000e+00
  2050  1.6238e-03  2.5567e-03  1.4641e-03  2.5567e-03  -3.03261240e+04  -3.02374512e+04     39.64     79.442  0  0.000e+00  0.000e+00
  2075  1.6206e-03  2.5736e-03  1.5462e-03  2.5736e-03  -3.03247496e+04  -3.02311152e+04     39.58     80.403  0  0.000e+00  0.000e+00
  2100  1.6023e-03  2.5794e-03  1.4035e-03  2.5794e-03  -3.03325099e+04  -3.02474842e+04     38.32     81.363  0  0.000e+00  0.000e+00
  2125  1.6389e-03  2.5606e-03  1.2565e-03  2.5606e-03  -3.03261221e+04  -3.02500068e+04     38.78     82.324  0  0.000e+00  0.000e+00
  2150  1.6189e-03  2.5656e-03  1.4584e-03  2.5656e-03  -3.03334743e+04  -3.02451226e+04     39.26     83.286  0  0.000e+00  0.000e+00
  2175  1.5939e-03  2.5475e-03  1.2451e-03  2.5475e-03  -3.03294507e+04  -3.02540166e+04     38.86     84.246  0  0.000e+00  0.000e+00
  2200  1.5639e-03  2.5307e-03  1.5059e-03  2.5307e-03  -3.03337301e+04  -3.02425075e+04     39.51     85.208  0  0.000e+00  0.000e+00
  2225  1.5669e-03  2.5584e-03  1.3887e-03  2.5584e-03  -3.03326303e+04  -3.02485020e+04     38.48     86.169  0  0.000e+00  0.000e+00
  2250  1.6037e-03  2.5524e-03  1.4958e-03  2.5524e-03  -3.03343222e+04  -3.02437074e+04     39.02     87.131  0  0.000e+00  0.000e+00
  2275  1.5684e-03  2.5576e-03  1.3920e-03  2.5576e-03  -3.03379454e+04  -3.02535987e+04     40.73     88.095  0  0.000e+00  0.000e+00
  2300  1.5598e-03  2.5399e-03  1.3214e-03  2.5399e-03  -3.03365254e+04  -3.02564550e+04     39.21     89.074  0  0.000e+00  0.000e+00
  2325  1.5690e-03  2.5548e-03  1.3455e-03  2.5548e-03  -3.03368479e+04  -3.02553204e+04     39.28     90.036  0  0.000e+00  0.000e+00
  2350  1.5689e-03  2.5429e-03  1.4142e-03  2.5429e-03  -3.03400102e+04  -3.02543150e+04     38.81     91.016  0  0.000e+00  0.000e+00
  2375  1.5673e-03  2.5418e-03  1.3646e-03  2.5418e-03  -3.03396269e+04  -3.02569329e+04     38.09     91.978  0  0.000e+00  0.000e+00
  2400  1.5660e-03  2.5320e-03  1.3608e-03  2.5320e-03  -3.03411786e+04  -3.02587100e+04     37.82     92.938  0  0.000e+00  0.000e+00
  2425  1.5643e-03  2.5398e-03  1.3527e-03  2.5398e-03  -3.03426714e+04  -3.02606897e+04     37.54     93.900  0  0.000e+00  0.000e+00
  2450  1.6098e-03  2.5507e-03  1.3454e-03  2.5507e-03  -3.03424217e+04  -3.02608843e+04     38.18     94.862  0  0.000e+00  0.000e+00
  2475  1.5456e-03  2.5125e-03  1.3620e-03  2.5125e-03  -3.03451272e+04  -3.02625811e+04     38.68     95.827  0  0.000e+00  0.000e+00
  2500  1.5239e-03  2.5395e-03  1.2321e-03  2.5395e-03  -3.03441515e+04  -3.02694652e+04     38.47     96.804  0  0.000e+00  0.000e+00
  2525  1.5417e-03  2.5161e-03  1.3653e-03  2.5161e-03  -3.03450424e+04  -3.02622967e+04     39.22     97.766  0  0.000e+00  0.000e+00
  2550  1.5364e-03  2.5269e-03  1.3120e-03  2.5269e-03  -3.03489410e+04  -3.02694061e+04     38.96     98.745  0  0.000e+00  0.000e+00
  2575  1.5439e-03  2.5036e-03  1.2213e-03  2.5036e-03  -3.03477867e+04  -3.02737483e+04     38.05     99.710  0  0.000e+00  0.000e+00
  2600  1.5170e-03  2.4985e-03  1.2373e-03  2.4985e-03  -3.03481640e+04  -3.02731535e+04     37.99    100.670  0  0.000e+00  0.000e+00
  2625  1.5135e-03  2.5132e-03  1.2049e-03  2.5132e-03  -3.03510650e+04  -3.02780142e+04     37.95    101.631  0  0.000e+00  0.000e+00
  2650  1.5221e-03  2.5041e-03  1.1062e-03  2.5041e-03  -3.03490946e+04  -3.02820258e+04     38.01    102.593  0  0.000e+00  0.000e+00
  2675  1.5305e-03  2.5041e-03  1.2169e-03  2.5041e-03  -3.03521510e+04  -3.02783711e+04     38.14    103.555  0  0.000e+00  0.000e+00
  2700  1.5091e-03  2.5372e-03  1.1490e-03  2.5372e-03  -3.03512369e+04  -3.02815663e+04     39.34    104.517  0  0.000e+00  0.000e+00
  2725  1.5559e-03  2.5622e-03  1.2427e-03  2.5622e-03  -3.03531407e+04  -3.02777947e+04     39.30    105.484  0  0.000e+00  0.000e+00
  2750  1.5364e-03  2.5369e-03  1.0922e-03  2.5369e-03  -3.03549762e+04  -3.02887388e+04     39.07    106.462  0  0.000e+00  0.000e+00
  2775  1.5370e-03  2.5585e-03  1.2268e-03  2.5585e-03  -3.03522723e+04  -3.02778889e+04     38.77    107.422  0  0.000e+00  0.000e+00
  2800  1.5494e-03  2.5539e-03  1.1906e-03  2.5539e-03  -3.03592785e+04  -3.02870736e+04     39.23    108.385  0  0.000e+00  0.000e+00
  2825  1.5451e-03  2.5608e-03  1.0587e-03  2.5608e-03  -3.03523015e+04  -3.02881002e+04     39.01    109.364  0  0.000e+00  0.000e+00
  2850  1.5572e-03  2.5497e-03  1.3378e-03  2.5497e-03  -3.03598542e+04  -3.02787323e+04     38.58    110.325  0  0.000e+00  0.000e+00
  2875  1.5470e-03  2.5895e-03  1.0314e-03  2.5895e-03  -3.03586033e+04  -3.02960410e+04     39.39    111.299  0  0.000e+00  0.000e+00
  2900  1.5810e-03  2.5778e-03  1.1634e-03  2.5778e-03  -3.03586720e+04  -3.02881161e+04     37.92    112.268  0  0.000e+00  0.000e+00
  2925  1.5790e-03  2.5858e-03  1.0503e-03  2.5858e-03  -3.03607390e+04  -3.02970269e+04     38.46    113.230  0  0.000e+00  0.000e+00
  2950  1.5383e-03  2.5740e-03  1.0285e-03  2.5740e-03  -3.03598038e+04  -3.02974159e+04     38.28    114.196  0  0.000e+00  0.000e+00
  2975  1.5603e-03  2.5621e-03  9.7888e-04  2.5621e-03  -3.03618089e+04  -3.03024247e+04     39.06    115.172  0  0.000e+00  0.000e+00
  3000  1.5523e-03  2.5721e-03  9.5948e-04  2.5721e-03  -3.03608479e+04  -3.03026414e+04     38.41    116.135  0  0.000e+00  0.000e+00
  3025  1.5570e-03  2.5674e-03  1.0525e-03  2.5674e-03  -3.03606165e+04  -3.02967723e+04     39.30    117.097  0  0.000e+00  0.000e+00
  3050  1.5472e-03  2.5509e-03  1.0906e-03  2.5509e-03  -3.03638991e+04  -3.02977400e+04     38.68    118.075  0  0.000e+00  0.000e+00
  3075  1.5331e-03  2.5710e-03  1.0121e-03  2.5710e-03  -3.03635006e+04  -3.03021018e+04     38.21    119.037  0  0.000e+00  0.000e+00
  3100  1.5533e-03  2.5674e-03  1.0532e-03  2.5674e-03  -3.03637237e+04  -3.02998347e+04     37.86    120.002  0  0.000e+00  0.000e+00
  3125  1.5379e-03  2.5578e-03  1.0847e-03  2.5578e-03  -3.03663390e+04  -3.03005304e+04     40.31    120.978  0  0.000e+00  0.000e+00
  3150  1.5705e-03  2.5761e-03  9.6678e-04  2.5761e-03  -3.03650927e+04  -3.03064357e+04     39.93    121.944  0  0.000e+00  0.000e+00
  3175  1.5348e-03  2.5954e-03  1.0625e-03  2.5954e-03  -3.03671755e+04  -3.03027139e+04     38.30    122.921  0  0.000e+00  0.000e+00
  3200  1.5660e-03  2.5951e-03  9.1918e-04  2.5951e-03  -3.03665193e+04  -3.03107450e+04     37.88    123.884  0  0.000e+00  0.000e+00
  3225  1.5445e-03  2.6068e-03  1.0456e-03  2.6068e-03  -3.03667127e+04  -3.03032778e+04     37.96    124.847  0  0.000e+00  0.000e+00
  3250  1.5798e-03  2.6103e-03  1.0128e-03  2.6103e-03  -3.03686112e+04  -3.03071576e+04     38.39    125.808  0  0.000e+00  0.000e+00
  3275  1.6051e-03  2.6164e-03  9.5437e-04  2.6164e-03  -3.03704426e+04  -3.03125275e+04     38.35    126.770  0  0.000e+00  0.000e+00
  3300  1.5983e-03  2.5879e-03  8.7012e-04  2.5879e-03  -3.03679131e+04  -3.03151109e+04     38.28    127.732  0  0.000e+00  0.000e+00
  3325  1.5946e-03  2.6270e-03  1.0476e-03  2.6270e-03  -3.03694327e+04  -3.03058668e+04     39.35    128.693  0  0.000e+00  0.000e+00
  3350  1.6081e-03  2.6324e-03  1.0134e-03  2.6324e-03  -3.03715975e+04  -3.03101032e+04     38.32    129.656  0  0.000e+00  0.000e+00
  3375  1.6116e-03  2.6532e-03  8.8937e-04  2.6532e-03  -3.03718173e+04  -3.03178411e+04     38.47    130.618  0  0.000e+00  0.000e+00
  3400  1.6132e-03  2.6372e-03  9.4285e-04  2.6372e-03  -3.03703264e+04  -3.03131100e+04     38.67    131.581  0  0.000e+00  0.000e+00
  3425  1.6153e-03  2.6612e-03  9.5371e-04  2.6612e-03  -3.03742270e+04  -3.03163446e+04     38.88    132.557  0  0.000e+00  0.000e+00
  3450  1.6068e-03  2.6644e-03  8.2290e-04  2.6644e-03  -3.03721577e+04  -3.03222116e+04     38.08    133.521  0  0.000e+00  0.000e+00
  3475  1.5824e-03  2.6557e-03  9.1496e-04  2.6557e-03  -3.03736753e+04  -3.03181438e+04     38.46    134.480  0  0.000e+00  0.000e+00
  3500  1.5873e-03  2.6552e-03  8.2690e-04  2.6552e-03  -3.03743158e+04  -3.03241235e+04     38.24    135.444  0  0.000e+00  0.000e+00
  3525  1.5632e-03  2.6624e-03  8.1133e-04  2.6624e-03  -3.03744296e+04  -3.03251813e+04     38.62    136.405  0  0.000e+00  0.000e+00
  3550  1.5396e-03  2.6608e-03  8.9945e-04  2.6608e-03  -3.03750092e+04  -3.03204156e+04     38.16    137.365  0  0.000e+00  0.000e+00
  3575  1.5628e-03  2.6715e-03  8.5786e-04  2.6715e-03  -3.03759253e+04  -3.03238528e+04     38.40    138.328  0  0.000e+00  0.000e+00
  3600  1.5602e-03  2.6565e-03  8.4742e-04  2.6565e-03  -3.03777757e+04  -3.03263331e+04     38.95    139.297  0  0.000e+00  0.000e+00
  3625  1.5901e-03  2.6581e-03  7.8023e-04  2.6581e-03  -3.03754671e+04  -3.03281033e+04     38.42    140.270  0  0.000e+00  0.000e+00
  3650  1.5744e-03  2.6811e-03  9.2549e-04  2.6811e-03  -3.03777922e+04  -3.03216146e+04     38.00    141.235  0  0.000e+00  0.000e+00
  3675  1.5564e-03  2.6747e-03  8.2281e-04  2.6747e-03  -3.03796096e+04  -3.03296566e+04     39.42    142.210  0  0.000e+00  0.000e+00
  3700  1.5639e-03  2.6838e-03  8.2899e-04  2.6838e-03  -3.03761002e+04  -3.03257779e+04     38.28    143.175  0  0.000e+00  0.000e+00
  3725  1.5867e-03  2.6692e-03  9.1986e-04  2.6692e-03  -3.03813317e+04  -3.03254889e+04     37.70    144.137  0  0.000e+00  0.000e+00
  3750  1.5744e-03  2.7007e-03  7.1879e-04  2.7007e-03  -3.03786340e+04  -3.03349926e+04     39.46    145.107  0  0.000e+00  0.000e+00
  3775  1.5817e-03  2.7016e-03  8.6353e-04  2.7016e-03  -3.03795173e+04  -3.03270944e+04     38.75    146.077  0  0.000e+00  0.000e+00
