# max-cut SDP  problem=data/G60mc.sdp n=7000 m=7000 F0_nnz=24105  mode=deflated16 sigma=1 eta_tol=0 window=0.025 gamma=1.1 symmetrize=1  ||C||_F=2.427447e+02
# iter  pinf        dinf        gap         eta         obj_primal      obj_dual        proj_ms  cum_proj_s  deflated  eps_sym_raw  eps_sym_used
   850  6.5514e-04  1.7730e-03  2.7035e-03  2.7035e-03  -3.02112091e+04  -3.00482974e+04     45.47     38.057  121  0.000e+00  0.000e+00
   875  6.4327e-04  1.7464e-03  2.6390e-03  2.6390e-03  -3.02139035e+04  -3.00548498e+04     46.12     39.199  119  0.000e+00  0.000e+00
   900  6.4862e-04  1.7171e-03  2.5853e-03  2.5853e-03  -3.02192609e+04  -3.00634094e+04     45.33     40.336  116  0.000e+00  0.000e+00
   925  6.2943e-04  1.6816e-03  2.6798e-03  2.6798e-03  -3.02237518e+04  -3.00621944e+04     45.39     41.476  115  0.000e+00  0.000e+00
   950  6.5706e-04  1.6379e-03  2.4374e-03  2.4374e-03  -3.02266190e+04  -3.00796269e+04     45.41     42.616  114  0.000e+00  0.000e+00
   975  6.4720e-04  1.6016e-03  2.5468e-03  2.5468e-03  -3.02327549e+04  -3.00791489e+04     46.66     43.757  113  0.000e+00  0.000e+00
# gate it=1000 k=350 kw=175 s1=1.337e+02 s_kw/s1=3.815e-02 fired=1 clipped_neg=111 clipped_pos=0 fired_frac_last250=1.000
# deflate it=1000 alpha=1.877e+01 theta=1.337e+01 clipped_neg=111 clipped_pos=0
  1000  6.2325e-04  1.5768e-03  2.3775e-03  2.3775e-03  -3.02328192e+04  -3.00894037e+04     45.10     44.899  111  0.000e+00  0.000e+00
  1025  6.3131e-04  1.5586e-03  2.4633e-03  2.4633e-03  -3.02380736e+04  -3.00894635e+04     45.33     46.038  109  0.000e+00  0.000e+00
  1050  6.3495e-04  1.5304e-03  2.4062e-03  2.4062e-03  -3.02414592e+04  -3.00962717e+04     45.35     47.178  108  0.000e+00  0.000e+00
  1075  6.2321e-04  1.5054e-03  2.4064e-03  2.4064e-03  -3.02438302e+04  -3.00986200e+04     45.76     48.315  106  0.000e+00  0.000e+00
  1100  6.4854e-04  1.4859e-03  2.3457e-03  2.3457e-03  -3.02476047e+04  -3.01060336e+04     46.76     49.456  105  0.000e+00  0.000e+00
  1125  6.5072e-04  1.4633e-03  2.3848e-03  2.3848e-03  -3.02508381e+04  -3.01068930e+04     45.87     50.598  103  0.000e+00  0.000e+00
  1150  6.2301e-04  1.4478e-03  2.3428e-03  2.3428e-03  -3.02540799e+04  -3.01126503e+04     45.49     51.735  102  0.000e+00  0.000e+00
  1175  6.4621e-04  1.4223e-03  2.2560e-03  2.2560e-03  -3.02567345e+04  -3.01205212e+04     45.15     52.876  102  0.000e+00  0.000e+00
  1200  6.3005e-04  1.3867e-03  2.2393e-03  2.2393e-03  -3.02590060e+04  -3.01237889e+04     45.02     54.018  101  0.000e+00  0.000e+00
  1225  6.6150e-04  1.3750e-03  2.1831e-03  2.1831e-03  -3.02601385e+04  -3.01283019e+04     45.14     55.155  99  0.000e+00  0.000e+00
# gate it=1250 k=350 kw=175 s1=1.510e+02 s_kw/s1=3.347e-02 fired=1 clipped_neg=99 clipped_pos=0 fired_frac_last250=1.000
# deflate it=1250 alpha=1.929e+01 theta=1.510e+01 clipped_neg=99 clipped_pos=0
  1250  6.5829e-04  1.3438e-03  2.2183e-03  2.2183e-03  -3.02647209e+04  -3.01307454e+04     45.53     56.294  99  0.000e+00  0.000e+00
  1275  6.5638e-04  1.3487e-03  2.1654e-03  2.1654e-03  -3.02652045e+04  -3.01344157e+04     45.40     57.437  97  0.000e+00  0.000e+00
  1300  6.4439e-04  1.3325e-03  2.2597e-03  2.2597e-03  -3.02704412e+04  -3.01339407e+04     45.17     58.577  96  0.000e+00  0.000e+00
  1325  6.2802e-04  1.3140e-03  2.1597e-03  2.1597e-03  -3.02719975e+04  -3.01415230e+04     45.95     59.713  94  0.000e+00  0.000e+00
  1350  6.3263e-04  1.2834e-03  2.2062e-03  2.2062e-03  -3.02760172e+04  -3.01427210e+04     45.68     60.851  94  0.000e+00  0.000e+00
  1375  6.5554e-04  1.2821e-03  2.0978e-03  2.0978e-03  -3.02761872e+04  -3.01494240e+04     45.62     61.992  93  0.000e+00  0.000e+00
  1400  6.2937e-04  1.2631e-03  2.1884e-03  2.1884e-03  -3.02794378e+04  -3.01471972e+04     45.26     63.132  91  0.000e+00  0.000e+00
  1425  6.5447e-04  1.2506e-03  2.0337e-03  2.0337e-03  -3.02803767e+04  -3.01574605e+04     45.29     64.270  90  0.000e+00  0.000e+00
  1450  6.5300e-04  1.2323e-03  2.1491e-03  2.1491e-03  -3.02836624e+04  -3.01537752e+04     45.12     65.411  90  0.000e+00  0.000e+00
